name,owner,url,stars,age_days,merged_pull_requests,total_releases,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_percentage
OpenAPI-Specification,OAI,https://github.com/OAI/OpenAPI-Specification,30090,4189,1584,12,0,Markdown,2365,2225,94.08
sniffnet,GyulyVGC,https://github.com/GyulyVGC/sniffnet,30084,1116,430,14,0,Rust,280,239,85.36
uppy,transloadit,https://github.com/transloadit/uppy,30063,3566,3106,202,0,TypeScript,2448,2292,93.63
pytorch-lightning,Lightning-AI,https://github.com/Lightning-AI/pytorch-lightning,30011,2335,9085,167,0,Python,7399,6482,87.61
hutool,chinabugotech,https://github.com/chinabugotech/hutool,30011,4148,454,152,0,Java,2987,2983,99.87
llm-app,pathwaycom,https://github.com/pathwaycom/llm-app,29932,764,47,0,0,Jupyter Notebook,17,12,70.59
tinygrad,tinygrad,https://github.com/tinygrad/tinygrad,29909,1768,7937,13,0,Python,976,844,86.48
particles.js,VincentGarreau,https://github.com/VincentGarreau/particles.js,29900,4002,21,6,0,JavaScript,411,106,25.79
surrealdb,surrealdb,https://github.com/surrealdb/surrealdb,29893,1351,2145,92,0,Rust,2158,1471,68.16
drizzle-orm,drizzle-team,https://github.com/drizzle-team/drizzle-orm,29870,1519,610,146,0,TypeScript,3127,1693,54.14
leakcanary,square,https://github.com/square/leakcanary,29786,3766,921,43,0,Kotlin,1636,1510,92.3
foundation-sites,foundation,https://github.com/foundation/foundation-sites,29765,5060,2958,79,0,HTML,8236,8179,99.31
AdGuardHome,AdguardTeam,https://github.com/AdguardTeam/AdGuardHome,29755,3333,124,214,0,Go,5763,4631,80.36
DevToys,DevToys-app,https://github.com/DevToys-app/DevToys,29741,1422,497,38,0,C#,933,658,70.53
restic,restic,https://github.com/restic/restic,29739,4134,2184,48,0,Go,2815,2392,84.97
awesome-macos-command-line,herrbischoff,https://github.com/herrbischoff/awesome-macos-command-line,29739,3621,104,0,0,Unknown,0,0,0
awesome-python-cn,jobbole,https://github.com/jobbole/awesome-python-cn,29734,3579,51,0,0,Makefile,31,18,58.06
vue-cli,vuejs,https://github.com/vuejs/vue-cli,29711,3525,1259,178,0,JavaScript,5497,4563,83.01
cheerio,cheeriojs,https://github.com/cheeriojs/cheerio,29699,5065,2840,61,0,TypeScript,1220,1199,98.28
folly,facebook,https://github.com/facebook/folly,29699,4828,13,254,0,C++,1224,931,76.06
stb,nothings,https://github.com/nothings/stb,29692,4106,288,0,0,C,893,694,77.72
wails,wailsapp,https://github.com/wailsapp/wails,29689,2440,1503,242,0,Go,2132,1873,87.85
algo,trailofbits,https://github.com/trailofbits/algo,29674,3385,575,2,0,Python,1619,1534,94.75
Hyprland,hyprwm,https://github.com/hyprwm/Hyprland,29631,1254,1879,96,0,C++,7271,7212,99.19
Mr.-Ranedeer-AI-Tutor,JushBJJ,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,29624,874,18,3,0,Unknown,47,34,72.34
WSL,microsoft,https://github.com/microsoft/WSL,29619,3424,137,94,0,C++,11734,10718,91.34
vue-vben-admin,vbenjs,https://github.com/vbenjs/vue-vben-admin,29614,1867,1638,60,0,Vue,3596,3470,96.5
apollo,apolloconfig,https://github.com/apolloconfig/apollo,29606,3457,1449,41,0,Java,3352,3212,95.82
glances,nicolargo,https://github.com/nicolargo/glances,29595,5009,743,51,0,Python,2058,1933,93.93
motion,motiondivision,https://github.com/motiondivision/motion,29559,2470,1061,0,0,TypeScript,1857,1570,84.54
project-guidelines,elsewhencode,https://github.com/elsewhencode/project-guidelines,29554,2974,113,0,0,JavaScript,38,29,76.32
react-boilerplate,react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,29539,3837,715,16,0,JavaScript,1909,1823,95.5
500lines,aosabook,https://github.com/aosabook/500lines,29515,4308,175,0,0,JavaScript,70,41,58.57
phantomjs,ariya,https://github.com/ariya/phantomjs,29479,5351,562,0,2,C++,4745,4731,99.7
mantine,mantinedev,https://github.com/mantinedev/mantine,29455,1687,1491,271,0,TypeScript,3245,3222,99.29
react-three-fiber,pmndrs,https://github.com/pmndrs/react-three-fiber,29415,2369,651,125,0,TypeScript,1122,1041,92.78
django-rest-framework,encode,https://github.com/encode/django-rest-framework,29394,5286,3021,21,0,Python,3945,3887,98.53
hey,heyverse,https://github.com/heyverse/hey,29379,1251,3765,0,0,TypeScript,0,0,0
Hover,IanLunn,https://github.com/IanLunn/Hover,29375,4249,23,10,0,SCSS,107,83,77.57
tokio,tokio-rs,https://github.com/tokio-rs/tokio,29361,3267,3596,138,0,Rust,2521,2188,86.79
css-protips,AllThingsSmitty,https://github.com/AllThingsSmitty/css-protips,29347,3645,73,0,0,Unknown,62,61,98.39
standard,standard,https://github.com/standard/standard,29339,3859,411,7,0,JavaScript,1232,1122,91.07
canal,alibaba,https://github.com/alibaba/canal,29323,4603,473,32,0,Java,4730,3571,75.5
LibreChat,danny-avila,https://github.com/danny-avila/LibreChat,29312,921,2137,58,0,TypeScript,3267,3112,95.26
lighthouse,GoogleChrome,https://github.com/GoogleChrome/lighthouse,29290,3453,5465,125,0,JavaScript,9183,8691,94.64
consul,hashicorp,https://github.com/hashicorp/consul,29240,4307,13733,217,0,Go,5537,4270,77.12
handson-ml2,ageron,https://github.com/ageron/handson-ml2,29211,2417,64,0,0,Jupyter Notebook,517,300,58.03
xxl-job,xuxueli,https://github.com/xuxueli/xxl-job,29202,3554,113,38,0,Java,3234,3008,93.01
es6features,lukehoban,https://github.com/lukehoban/es6features,29193,4189,41,0,0,Unknown,57,36,63.16
python-guide,realpython,https://github.com/realpython/python-guide,29155,5273,683,0,0,Batchfile,279,180,64.52
DeepFaceLive,iperov,https://github.com/iperov/DeepFaceLive,29143,1710,13,35,0,Python,144,143,99.31
keycloak,keycloak,https://github.com/keycloak/keycloak,29133,4433,17532,87,0,Java,15257,13268,86.96
Clone-Wars,GorvGoyl,https://github.com/GorvGoyl/Clone-Wars,29130,1723,130,0,0,Unknown,82,70,85.37
firecracker,firecracker-microvm,https://github.com/firecracker-microvm/firecracker,29117,2863,3186,78,0,Rust,1453,1405,96.7
viper,spf13,https://github.com/spf13/viper,29110,4159,507,34,0,Go,902,490,54.32
TrackersListCollection,XIU2,https://github.com/XIU2/TrackersListCollection,29092,2149,7,0,0,Unknown,0,0,0
swift-algorithm-club,kodecocodes,https://github.com/kodecocodes/swift-algorithm-club,29091,3495,610,0,0,Swift,215,183,85.12
tuning_playbook,google-research,https://github.com/google-research/tuning_playbook,29085,945,14,0,0,Unknown,45,34,75.56
plyr,sampotts,https://github.com/sampotts/plyr,29080,3841,384,88,0,JavaScript,2103,1221,58.06
composer,composer,https://github.com/composer/composer,29076,5188,2958,215,0,PHP,7875,7759,98.53
COVID-19,CSSEGISandData,https://github.com/CSSEGISandData/COVID-19,29047,2024,2152,0,0,Unknown,3759,2079,55.31
zoxide,ajeetdsouza,https://github.com/ajeetdsouza/zoxide,29011,1995,226,36,0,Rust,682,580,85.04
refined-github,refined-github,https://github.com/refined-github/refined-github,29010,3475,3427,173,0,TypeScript,4513,4371,96.85
SpringAll,wuyouzhuguli,https://github.com/wuyouzhuguli/SpringAll,28931,2668,1,0,0,Java,48,27,56.25
llama3,meta-llama,https://github.com/meta-llama/llama3,28926,524,23,0,0,Python,293,119,40.61
postcss,postcss,https://github.com/postcss/postcss,28857,4348,760,268,0,TypeScript,1025,998,97.37
react-spring,pmndrs,https://github.com/pmndrs/react-spring,28855,2724,437,52,0,TypeScript,1259,1143,90.79
Complete-Python-3-Bootcamp,Pierian-Data,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,28833,2747,12,0,0,Jupyter Notebook,369,225,60.98
todomvc,tastejs,https://github.com/tastejs/todomvc,28818,5192,760,6,0,JavaScript,784,661,84.31
dragonfly,dragonflydb,https://github.com/dragonflydb/dragonfly,28745,1349,3315,108,0,C++,1856,1586,85.45
hosts,StevenBlack,https://github.com/StevenBlack/hosts,28719,4878,486,780,0,Python,2112,1999,94.65
spring-cloud-alibaba,alibaba,https://github.com/alibaba/spring-cloud-alibaba,28696,2819,1077,48,0,Java,2500,2302,92.08
JavaScript30,wesbos,https://github.com/wesbos/JavaScript30,28674,3179,153,0,0,HTML,0,0,0
os-tutorial,cfenollosa,https://github.com/cfenollosa/os-tutorial,28670,3979,11,0,0,C,180,105,58.33
linkedin-skill-assessments-quizzes,Ebazhanov,https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes,28641,2230,5638,1,0,Unknown,891,807,90.57
kitty,kovidgoyal,https://github.com/kovidgoyal/kitty,28629,3231,1131,128,0,Python,6273,6263,99.84
xstate,statelyai,https://github.com/statelyai/xstate,28627,3629,1975,442,0,TypeScript,1396,1288,92.26
slick,kenwheeler,https://github.com/kenwheeler/slick,28622,4168,258,48,0,JavaScript,3620,2421,66.88
qlib,microsoft,https://github.com/microsoft/qlib,28610,1833,725,23,0,Python,980,724,73.88
Jobs_Applier_AI_Agent_AIHawk,feder-cr,https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk,28590,382,185,0,0,Python,674,663,98.37
machine-learning-for-software-engineers,ZuzooVn,https://github.com/ZuzooVn/machine-learning-for-software-engineers,28572,3237,60,0,2,Unknown,26,9,34.62
k6,grafana,https://github.com/grafana/k6,28563,3440,2161,77,0,Go,2391,1672,69.93
immer,immerjs,https://github.com/immerjs/immer,28550,2792,374,109,0,JavaScript,668,633,94.76
posthog,PostHog,https://github.com/PostHog/posthog,28531,2036,25080,19,0,Python,7691,5558,72.27
Avalonia,AvaloniaUI,https://github.com/AvaloniaUI/Avalonia,28487,4276,5317,110,0,C#,7870,6157,78.23
ExplorerPatcher,valinet,https://github.com/valinet/ExplorerPatcher,28481,1473,18,288,0,C,2468,2195,88.94
data-science-ipython-notebooks,donnemartin,https://github.com/donnemartin/data-science-ipython-notebooks,28473,3863,31,0,0,Python,41,22,53.66
continue,continuedev,https://github.com/continuedev/continue,28468,820,2828,392,0,TypeScript,3660,2922,79.84
turborepo,vercel,https://github.com/vercel/turborepo,28465,1416,6225,496,0,Rust,1937,1806,93.24
programmer-job-blacklist,shengxinjing,https://github.com/shengxinjing/programmer-job-blacklist,28457,3344,28,0,0,Shell,338,181,53.55
rust-course,sunface,https://github.com/sunface/rust-course,28455,2571,783,0,0,Rust,209,149,71.29
vuex,vuejs,https://github.com/vuejs/vuex,28435,3689,656,51,0,JavaScript,1264,1165,92.17
jumpserver,jumpserver,https://github.com/jumpserver/jumpserver,28431,4066,7545,250,0,Python,7319,7288,99.58
openai-python,openai,https://github.com/openai/openai-python,28426,1760,994,319,0,Python,1078,988,91.65
podman,containers,https://github.com/containers/podman,28396,2850,11710,228,0,Go,10030,9247,92.19
android_guides,codepath,https://github.com/codepath/android_guides,28379,4446,9,0,0,Unknown,381,219,57.48
helm,helm,https://github.com/helm/helm,28374,3607,4109,216,0,Go,8145,7671,94.18
openssl,openssl,https://github.com/openssl/openssl,28361,4600,145,283,0,C,10752,9328,86.76
the-super-tiny-compiler,jamiebuilds,https://github.com/jamiebuilds/the-super-tiny-compiler,28328,3450,20,0,0,JavaScript,0,0,0
tdesktop,telegramdesktop,https://github.com/telegramdesktop/tdesktop,28321,4129,1745,798,0,C++,15242,14359,94.21
reverse-interview,viraptor,https://github.com/viraptor/reverse-interview,28305,2174,75,0,0,Unknown,25,18,72.0
vscodium,VSCodium,https://github.com/VSCodium/vscodium,28293,2565,549,240,0,Shell,1510,1390,92.05
90DaysOfDevOps,MichaelCade,https://github.com/MichaelCade/90DaysOfDevOps,28292,1334,358,2,0,Shell,89,80,89.89
Sunshine,LizardByte,https://github.com/LizardByte/Sunshine,28238,1344,1470,43,0,C++,1062,983,92.56
applied-ml,eugeneyan,https://github.com/eugeneyan/applied-ml,28238,1874,208,0,0,Unknown,24,22,91.67
async,caolan,https://github.com/caolan/async,28224,5559,558,7,0,JavaScript,1142,1132,99.12
gitbook,GitbookIO,https://github.com/GitbookIO/gitbook,28214,4161,1297,75,0,TypeScript,1910,1882,98.53
linera-protocol,linera-io,https://github.com/linera-io/linera-protocol,28207,1341,2683,18,0,Rust,1246,771,61.88
druid,alibaba,https://github.com/alibaba/druid,28178,5040,1517,51,0,Java,4538,2285,50.35
nginxconfig.io,digitalocean,https://github.com/digitalocean/nginxconfig.io,28177,2785,191,0,0,JavaScript,239,184,76.99
nginx-proxy-manager,NginxProxyManager,https://github.com/NginxProxyManager/nginx-proxy-manager,28109,2800,526,77,0,JavaScript,2999,2085,69.52
backbone,jashkenas,https://github.com/jashkenas/backbone,28107,5439,881,0,1,JavaScript,2406,2364,98.25
dnSpy,dnSpy,https://github.com/dnSpy/dnSpy,28075,3704,53,1,0,C#,0,0,0
marker,datalab-to,https://github.com/datalab-to/marker,28074,660,199,63,0,Python,556,291,52.34
swagger-ui,swagger-api,https://github.com/swagger-api/swagger-ui,28055,5150,3308,376,0,JavaScript,5636,4428,78.57
python-telegram-bot,python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,28037,3698,1636,127,0,Python,2279,2264,99.34
ChatGPT,acheong08,https://github.com/acheong08/ChatGPT,28034,992,292,277,0,Python,803,792,98.63
Python-programming-exercises,zhiwehu,https://github.com/zhiwehu/Python-programming-exercises,28034,4816,0,0,0,Unknown,85,17,20.0
mobx,mobxjs,https://github.com/mobxjs/mobx,28012,3813,1152,113,1,TypeScript,1972,1914,97.06
react-select,JedWatson,https://github.com/JedWatson/react-select,28006,4013,1054,61,0,TypeScript,3629,3249,89.53
waifu2x,nagadomi,https://github.com/nagadomi/waifu2x,28002,3749,68,3,0,Lua,368,216,58.7
trivy,aquasecurity,https://github.com/aquasecurity/trivy,27993,2324,3180,171,0,Go,2910,2750,94.5
Charts,ChartsOrg,https://github.com/ChartsOrg/Charts,27932,3807,427,38,0,Swift,4278,3388,79.2
vhr,lenve,https://github.com/lenve/vhr,27915,2786,1,0,0,Java,254,97,38.19
erpnext,frappe,https://github.com/frappe/erpnext,27856,5188,26443,1000,0,Python,16774,14505,86.47
python-fire,google,https://github.com/google/python-fire,27842,3102,135,12,0,Python,332,207,62.35
headlessui,tailwindlabs,https://github.com/tailwindlabs/headlessui,27832,1800,619,127,0,TypeScript,1398,1288,92.13
Web,qianguyihao,https://github.com/qianguyihao/Web,27829,3152,0,0,0,Unknown,226,156,69.03
raylib,raysan5,https://github.com/raysan5/raylib,27817,4319,2162,24,0,C,2032,2012,99.02
ResumeSample,geekcompany,https://github.com/geekcompany/ResumeSample,27812,4000,2,0,0,Unknown,0,0,0
create-t3-app,t3-oss,https://github.com/t3-oss/create-t3-app,27804,1185,1114,138,0,TypeScript,738,675,91.46
nginx,nginx,https://github.com/nginx/nginx,27799,3712,95,8,0,C,350,172,49.14
aos,michalsnik,https://github.com/michalsnik/aos,27795,3696,38,0,1,JavaScript,704,360,51.14
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,27750,4602,243,0,0,Jupyter Notebook,247,90,36.44
litellm,BerriAI,https://github.com/BerriAI/litellm,27725,756,5306,987,0,Python,6567,5688,86.61
WindTerm,kingToolbox,https://github.com/kingToolbox/WindTerm,27692,2142,1,32,0,C,2743,564,20.56
redash,getredash,https://github.com/getredash/redash,27684,4315,3255,100,0,Python,2572,1956,76.05
yazi,sxyazi,https://github.com/sxyazi/yazi,27675,775,953,27,0,Rust,1415,1375,97.17
yapi,YMFE,https://github.com/YMFE/yapi,27656,3370,141,1,0,JavaScript,2458,922,37.51
EasyOCR,JaidedAI,https://github.com/JaidedAI/EasyOCR,27625,1986,177,23,0,Python,1071,607,56.68
flameshot,flameshot-org,https://github.com/flameshot-org/flameshot,27591,3025,964,30,0,C++,2761,2096,75.91
commander.js,tj,https://github.com/tj/commander.js,27567,5120,827,83,0,JavaScript,1138,1131,99.38
so-vits-svc,svc-develop-team,https://github.com/svc-develop-team/so-vits-svc,27542,895,153,0,0,Python,130,109,83.85
Tvlist-awesome-m3u-m3u8,imDazui,https://github.com/imDazui/Tvlist-awesome-m3u-m3u8,27534,3106,1,0,0,Unknown,73,49,67.12
