name,owner,url,stars,age_days,merged_pull_requests,total_releases,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_percentage
spring-framework,spring-projects,https://github.com/spring-projects/spring-framework,58699,5370,871,341,0,Java,27106,26825,98.96
llama,meta-llama,https://github.com/meta-llama/llama,58665,919,53,0,0,Python,1096,652,59.49
scrapy,scrapy,https://github.com/scrapy/scrapy,58014,5659,2392,43,0,Python,3179,2714,85.37
MetaGPT,FoundationAgents,https://github.com/FoundationAgents/MetaGPT,58004,783,660,22,0,Python,865,853,98.61
nuxt,nuxt,https://github.com/nuxt/nuxt,57984,3221,6902,256,0,TypeScript,16665,15886,95.33
leetcode-master,youngyangyang04,https://github.com/youngyangyang04/leetcode-master,57887,2077,2306,0,0,Shell,272,66,24.26
uBlock,gorhill,https://github.com/gorhill/uBlock,57826,3795,252,277,0,JavaScript,3445,3432,99.62
fuel-core,FuelLabs,https://github.com/FuelLabs/fuel-core,57534,1819,1553,123,0,Rust,1112,970,87.23
rails,rails,https://github.com/rails/rails,57318,6341,25153,149,0,Ruby,18196,17715,97.36
html5-boilerplate,h5bp,https://github.com/h5bp/html5-boilerplate,57122,5688,790,34,0,JavaScript,1354,1346,99.41
awesome-flutter,Solido,https://github.com/Solido/awesome-flutter,56920,3028,444,0,0,Dart,0,0,0
LLaMA-Factory,hiyouga,https://github.com/hiyouga/LLaMA-Factory,56553,816,691,34,0,Python,7332,6738,91.9
nocodb,nocodb,https://github.com/nocodb/nocodb,56550,2853,5290,174,0,TypeScript,4234,3608,85.21
private-gpt,zylon-ai,https://github.com/zylon-ai/private-gpt,56493,842,224,10,0,Python,1213,961,79.23
DeepLearning-500-questions,scutan90,https://github.com/scutan90/DeepLearning-500-questions,56469,2612,302,0,0,JavaScript,191,81,42.41
drawio-desktop,jgraph,https://github.com/jgraph/drawio-desktop,56401,3009,20,159,0,JavaScript,1635,1572,96.15
you-get,soimort,https://github.com/soimort/you-get,56348,4749,582,123,0,Python,0,0,0
mkcert,FiloSottile,https://github.com/FiloSottile/mkcert,56181,2614,52,14,0,Go,344,239,69.48
traefik,traefik,https://github.com/traefik/traefik,56163,3630,4702,481,0,Go,6352,5709,89.88
git,git,https://github.com/git/git,56139,6238,3,0,0,C,0,0,0
awesome-chatgpt-prompts-zh,PlexPt,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,56007,983,33,0,0,Unknown,96,58,60.42
vllm,vllm-project,https://github.com/vllm-project/vllm,55955,924,8698,73,0,Python,10324,8492,82.25
gatsby,gatsbyjs,https://github.com/gatsbyjs/gatsby,55918,3744,18184,149,0,JavaScript,14119,13904,98.48
openpilot,commaai,https://github.com/commaai/openpilot,55862,3192,11776,57,0,Python,3057,2929,95.81
leetcode,azl397985856,https://github.com/azl397985856/leetcode,55575,2701,257,40,0,JavaScript,257,248,96.5
Magisk,topjohnwu,https://github.com/topjohnwu/Magisk,55420,3269,1617,151,0,Kotlin,6262,6225,99.41
react-router,remix-run,https://github.com/remix-run/react-router,55396,4114,3189,310,0,TypeScript,8144,8045,98.78
face_recognition,ageitgey,https://github.com/ageitgey/face_recognition,55288,3092,94,2,0,Python,1370,595,43.43
yolov5,ultralytics,https://github.com/ultralytics/yolov5,55058,1921,2206,10,0,Python,9431,9174,97.27
Real-Time-Voice-Cloning,CorentinJ,https://github.com/CorentinJ/Real-Time-Voice-Cloning,54889,2279,48,0,0,Python,1101,896,81.38
gpt-engineer,AntonOsika,https://github.com/AntonOsika/gpt-engineer,54752,845,350,20,0,Python,501,470,93.81
minio,minio,https://github.com/minio/minio,54729,3872,9854,519,0,Go,7810,7774,99.54
ripgrep,BurntSushi,https://github.com/BurntSushi/ripgrep,54659,3450,516,72,0,Rust,1710,1579,92.34
AFFiNE,toeverything,https://github.com/toeverything/AFFiNE,54443,1117,8710,572,0,TypeScript,3011,2733,90.77
faceswap,deepfakes,https://github.com/deepfakes/faceswap,54427,2802,357,4,0,Python,881,847,96.14
zustand,pmndrs,https://github.com/pmndrs/zustand,54261,2326,808,98,0,TypeScript,690,688,99.71
element,ElemeFE,https://github.com/ElemeFE/element,54241,3274,3231,145,0,Vue,17863,15250,85.37
bat,sharkdp,https://github.com/sharkdp/bat,54048,2679,1465,41,0,Rust,1518,1190,78.39
ChatGPT,lencx,https://github.com/lencx/ChatGPT,54037,988,123,34,0,Rust,1199,361,30.11
project-layout,golang-standards,https://github.com/golang-standards/project-layout,53545,2903,90,0,0,Makefile,112,44,39.29
awesome-android-ui,wasabeef,https://github.com/wasabeef/awesome-android-ui,53440,3893,90,0,0,Unknown,114,94,82.46
rich,Textualize,https://github.com/Textualize/rich,53404,2111,836,170,0,Python,1430,1223,85.52
normalize.css,necolas,https://github.com/necolas/normalize.css,53358,5223,56,0,0,CSS,517,461,89.17
hackingtool,Z4nzu,https://github.com/Z4nzu/hackingtool,53327,1958,56,0,0,Python,373,321,86.06
requests,psf,https://github.com/psf/requests,53193,5303,1591,14,0,Python,4061,3860,95.05
maybe,maybe-finance,https://github.com/maybe-finance/maybe,53144,597,1073,28,0,Ruby,0,0,0
pi-hole,pi-hole,https://github.com/pi-hole/pi-hole,53017,4092,2106,118,0,Shell,3081,3043,98.77
astro,withastro,https://github.com/withastro/astro,52957,1620,7323,1000,0,TypeScript,5564,5414,97.3
PaddleOCR,PaddlePaddle,https://github.com/PaddlePaddle/PaddleOCR,52875,1931,2959,24,0,Python,9889,9758,98.68
meilisearch,meilisearch,https://github.com/meilisearch/meilisearch,52864,2677,2148,266,0,Rust,2308,2097,90.86
FFmpeg,FFmpeg,https://github.com/FFmpeg/FFmpeg,52412,5243,16,0,0,C,0,0,0
appwrite,appwrite,https://github.com/appwrite/appwrite,52380,2327,3842,112,0,TypeScript,4089,3462,84.67
rclone,rclone,https://github.com/rclone/rclone,52177,4176,2115,114,0,Go,5790,4815,83.16
awesome-rust,rust-unofficial,https://github.com/rust-unofficial/awesome-rust,52159,4053,1568,0,0,Rust,142,132,92.96
github-cheat-sheet,tiimgreen,https://github.com/tiimgreen/github-cheat-sheet,52108,4149,129,0,0,Unknown,71,48,67.61
ionic-framework,ionic-team,https://github.com/ionic-team/ionic-framework,51993,4383,6303,914,0,TypeScript,22058,21482,97.39
material-design-icons,google,https://github.com/google/material-design-icons,51987,3970,50,16,0,Unknown,1530,1159,75.75
dive,wagoodman,https://github.com/wagoodman/dive,51778,2657,164,28,0,Go,359,202,56.27
pdf.js,mozilla,https://github.com/mozilla/pdf.js,51649,5231,8090,76,0,JavaScript,10277,9873,96.07
segment-anything,facebookresearch,https://github.com/facebookresearch/segment-anything,51604,882,15,0,0,Jupyter Notebook,703,178,25.32
core,vuejs,https://github.com/vuejs/core,51363,2627,3234,246,0,TypeScript,5774,5104,88.4
crawl4ai,unclecode,https://github.com/unclecode/crawl4ai,51351,469,89,8,0,Python,793,646,81.46
Docker-OSX,sickcodes,https://github.com/sickcodes/Docker-OSX,51225,1904,107,0,0,Shell,667,281,42.13
Semantic-UI,Semantic-Org,https://github.com/Semantic-Org/Semantic-UI,51194,4517,355,154,0,JavaScript,6235,5268,84.49
kotlin,JetBrains,https://github.com/JetBrains/kotlin,51131,4938,2064,266,0,Kotlin,0,0,0
trackerslist,ngosang,https://github.com/ngosang/trackerslist,51071,3406,1,0,0,Unknown,485,479,98.76
guava,google,https://github.com/google/guava,51030,4102,1013,56,0,Java,3620,2992,82.65
marktext,marktext,https://github.com/marktext/marktext,50997,2839,939,36,0,JavaScript,2913,1637,56.2
joplin,laurent22,https://github.com/laurent22/joplin,50920,3138,4402,385,0,TypeScript,7245,6699,92.46
OpenBB,OpenBB-finance,https://github.com/OpenBB-finance/OpenBB,50909,1705,4114,46,0,Python,2245,2208,98.35
prettier,prettier,https://github.com/prettier/prettier,50855,3187,8872,127,0,JavaScript,6956,5736,82.46
starship,starship,https://github.com/starship/starship,50676,2333,2900,135,0,Rust,2509,1774,70.71
powerlevel10k,romkatv,https://github.com/romkatv/powerlevel10k,50606,2370,167,33,0,Shell,2572,2466,95.88
jekyll,jekyll,https://github.com/jekyll/jekyll,50498,6149,3188,112,0,Ruby,4897,4781,97.63
firecrawl,firecrawl,https://github.com/firecrawl/firecrawl,50459,492,812,23,0,TypeScript,677,532,78.58
grok-1,xai-org,https://github.com/xai-org/grok-1,50412,522,5,0,0,Python,0,0,0
Ghost,TryGhost,https://github.com/TryGhost/Ghost,50351,4492,14272,902,0,JavaScript,7130,7066,99.1
gitea,go-gitea,https://github.com/go-gitea/gitea,50252,3215,17775,216,0,Go,14892,12300,82.59
DefinitelyTyped,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,50223,4703,52111,1,0,TypeScript,8088,7521,92.99
GPT-SoVITS,RVC-Boss,https://github.com/RVC-Boss/GPT-SoVITS,50214,585,338,4,0,Python,1892,1178,62.26
ImHex,WerWolv,https://github.com/WerWolv/ImHex,50194,1745,671,80,0,C++,1417,1182,83.42
etcd,etcd-io,https://github.com/etcd-io/etcd,50117,4428,9790,259,0,Go,7001,6821,97.43
pocketbase,pocketbase,https://github.com/pocketbase/pocketbase,49996,1143,53,220,0,Go,1838,1820,99.02
first-contributions,firstcontributions,https://github.com/firstcontributions/first-contributions,49976,3257,86095,0,0,Unknown,933,909,97.43
chinese-poetry,chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,49955,3275,137,1,0,JavaScript,211,92,43.6
bulma,jgthms,https://github.com/jgthms/bulma,49905,3497,642,22,0,CSS,2724,2394,87.89
awesome-ios,vsouza,https://github.com/vsouza/awesome-ios,49682,4060,2233,0,0,Swift,488,486,99.59
go-ethereum,ethereum,https://github.com/ethereum/go-ethereum,49589,4256,8247,219,0,Go,8482,8280,97.62
cline,cline,https://github.com/cline/cline,49539,411,1651,145,0,TypeScript,2228,1742,78.19
hiring-without-whiteboards,poteto,https://github.com/poteto/hiring-without-whiteboards,49151,3081,1300,0,0,JavaScript,0,0,0
OpenManus,FoundationAgents,https://github.com/FoundationAgents/OpenManus,49144,168,106,3,0,Python,705,312,44.26
autogen,microsoft,https://github.com/microsoft/autogen,48950,734,2499,97,0,Python,2856,2462,86.2
Motrix,agalwood,https://github.com/agalwood/Motrix,48932,2438,192,21,0,JavaScript,1340,593,44.25
mastodon,mastodon,https://github.com/mastodon/mastodon,48886,3468,17707,289,0,Ruby,12251,8226,67.15
cypress,cypress-io,https://github.com/cypress-io/cypress,48831,3823,7366,373,0,TypeScript,15086,13778,91.33
awesome-wechat-weapp,justjavac,https://github.com/justjavac/awesome-wechat-weapp,48741,3254,277,0,0,Unknown,0,0,0
30-Days-Of-Python,Asabeneh,https://github.com/Asabeneh/30-Days-Of-Python,48669,2102,61,0,0,Python,135,79,58.52
hacker-scripts,NARKOZ,https://github.com/NARKOZ/hacker-scripts,48645,3561,63,0,0,JavaScript,88,53,60.23
alist,AlistGo,https://github.com/AlistGo/alist,48296,1702,860,137,0,Go,4346,3797,87.37
RxJava,ReactiveX,https://github.com/ReactiveX/RxJava,48251,4607,3328,241,0,Java,3171,3159,99.62
PowerShell,PowerShell,https://github.com/PowerShell/PowerShell,48233,3507,7549,186,0,C#,13018,11913,91.51
vaultwarden,dani-garcia,https://github.com/dani-garcia/vaultwarden,48200,2741,993,73,0,Rust,2364,2353,99.53
anything-llm,Mintplex-Labs,https://github.com/Mintplex-Labs/anything-llm,48173,809,1072,20,0,JavaScript,2750,2492,90.62
dayjs,iamkun,https://github.com/iamkun/dayjs,48149,2690,694,119,0,JavaScript,1771,849,47.94
moment,moment,https://github.com/moment/moment,48091,5287,714,0,0,JavaScript,4154,3911,94.15
100-Days-Of-ML-Code,Avik-Jain,https://github.com/Avik-Jain/100-Days-Of-ML-Code,48014,2604,6,0,0,Unknown,0,0,0
professional-programming,charlax,https://github.com/charlax/professional-programming,47945,3575,39,0,0,Python,29,29,100.0
algorithm-visualizer,algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,47650,3385,183,0,0,JavaScript,118,76,64.41
julia,JuliaLang,https://github.com/JuliaLang/julia,47524,5236,25816,181,0,Julia,25361,21383,84.31
ChinaTextbook,TapXWorld,https://github.com/TapXWorld/ChinaTextbook,47498,2055,1,0,0,Roff,112,53,47.32
big-list-of-naughty-strings,minimaxir,https://github.com/minimaxir/big-list-of-naughty-strings,47385,3665,90,0,0,Python,101,32,31.68
huginn,huginn,https://github.com/huginn/huginn,47101,4547,1043,1,0,Ruby,2170,1569,72.3
json,nlohmann,https://github.com/nlohmann/json,46915,4431,899,45,0,C++,2338,2298,98.29
ladybird,LadybirdBrowser,https://github.com/LadybirdBrowser/ladybird,46878,448,4234,0,0,C++,1134,634,55.91
serverless,serverless,https://github.com/serverless/serverless,46838,3775,4717,453,0,JavaScript,6517,5385,82.63
gogs,gogs,https://github.com/gogs/gogs,46798,4208,1766,84,0,Go,5158,4223,81.87
Projects,karan,https://github.com/karan/Projects,46753,4431,19,0,0,Unknown,83,35,42.17
design-patterns-for-humans,kamranahmedse,https://github.com/kamranahmedse/design-patterns-for-humans,46745,3107,50,0,0,Unknown,52,47,90.38
x64dbg,x64dbg,https://github.com/x64dbg/x64dbg,46723,3784,744,4,0,C++,2630,2024,76.96
okhttp,square,https://github.com/square/okhttp,46603,4777,3764,0,0,Kotlin,4181,4132,98.83
react,typescript-cheatsheets,https://github.com/typescript-cheatsheets/react,46555,2637,370,0,0,JavaScript,222,220,99.1
pandas,pandas-dev,https://github.com/pandas-dev/pandas,46359,5476,26919,112,0,Python,27666,24080,87.04
query,TanStack,https://github.com/TanStack/query,46340,2172,2894,1000,0,TypeScript,2166,2102,97.05
type-challenges,type-challenges,https://github.com/type-challenges/type-challenges,46300,1855,588,0,0,TypeScript,36283,3845,10.6
v2ray-core,v2ray,https://github.com/v2ray/v2ray-core,46300,3639,203,247,0,Go,2591,2583,99.69
terraform,hashicorp,https://github.com/hashicorp/terraform,46203,4178,12787,378,0,Go,21412,19675,91.89
open-source-ios-apps,dkhamsing,https://github.com/dkhamsing/open-source-ios-apps,46184,3859,1409,37,0,Unknown,310,310,100.0
learn-regex,ziishaned,https://github.com/ziishaned/learn-regex,46063,2952,131,0,0,Unknown,87,35,40.23
Fooocus,lllyasviel,https://github.com/lllyasviel/Fooocus,46046,743,447,21,0,Python,1611,1400,86.9
quill,slab,https://github.com/slab/quill,45973,4769,381,95,0,TypeScript,3774,3267,86.57
lx-music-desktop,lyswhut,https://github.com/lyswhut/lx-music-desktop,45826,2199,86,110,0,TypeScript,2192,1236,56.39
htmx,bigskysoftware,https://github.com/bigskysoftware/htmx,45734,1956,956,26,0,JavaScript,1572,1005,63.93
lazydocker,jesseduffield,https://github.com/jesseduffield/lazydocker,45712,2287,186,42,0,Go,361,190,52.63
pixijs,pixijs,https://github.com/pixijs/pixijs,45593,4594,3677,293,0,TypeScript,5983,5742,95.97
kubernetes-the-hard-way,kelseyhightower,https://github.com/kelseyhightower/kubernetes-the-hard-way,45503,3332,73,0,0,Unknown,428,415,96.96
PythonDataScienceHandbook,jakevdp,https://github.com/jakevdp/PythonDataScienceHandbook,45263,3298,28,0,0,Jupyter Notebook,203,78,38.42
awesome-react-components,brillout,https://github.com/brillout/awesome-react-components,45258,3345,324,0,0,Unknown,52,44,84.62
architecture-samples,android,https://github.com/android/architecture-samples,45254,3485,232,0,0,Kotlin,486,348,71.6
jadx,skylot,https://github.com/skylot/jadx,45187,4539,577,31,0,Java,1917,1528,79.71
odoo,odoo,https://github.com/odoo/odoo,45156,4118,6181,0,0,Python,18397,15107,82.12
typst,typst,https://github.com/typst/typst,45020,2157,1820,22,0,Rust,3477,2570,73.91
jest,jestjs,https://github.com/jestjs/jest,44980,4272,5701,208,0,TypeScript,8115,7861,96.87
30-Days-Of-JavaScript,Asabeneh,https://github.com/Asabeneh/30-Days-Of-JavaScript,44955,2068,98,0,0,JavaScript,174,59,33.91
AdminLTE,ColorlibHQ,https://github.com/ColorlibHQ/AdminLTE,44940,4257,1545,77,0,CSS,2890,2747,95.05
open-source-mac-os-apps,serhii-londar,https://github.com/serhii-londar/open-source-mac-os-apps,44922,2848,525,0,0,Unknown,211,161,76.3
dbeaver,dbeaver,https://github.com/dbeaver/dbeaver,44920,3592,6106,230,0,Java,19365,16318,84.27
discourse,discourse,https://github.com/discourse/discourse,44869,4604,30056,0,0,Ruby,0,0,0
awesome-java,akullpp,https://github.com/akullpp/awesome-java,44773,4061,715,0,0,Unknown,136,136,100.0
text-generation-webui,oobabooga,https://github.com/oobabooga/text-generation-webui,44764,974,1183,80,0,Python,4003,1429,35.7
meteor,meteor,https://github.com/meteor/meteor,44682,4963,2534,0,0,JavaScript,9206,8947,97.19
frontend-dev-bookmarks,dypsilon,https://github.com/dypsilon/frontend-dev-bookmarks,44639,4443,129,1,0,Unknown,107,82,76.64
ultralytics,ultralytics,https://github.com/ultralytics/ultralytics,44624,1075,3510,257,0,Python,11654,11403,97.85
brew,Homebrew,https://github.com/Homebrew/brew,44592,3455,12993,441,0,Ruby,4799,4782,99.65
zx,google,https://github.com/google/zx,44498,1569,552,96,0,JavaScript,489,476,97.34
unsloth,unslothai,https://github.com/unslothai/unsloth,44462,631,480,16,0,Python,2449,1733,70.76
coolify,coollabsio,https://github.com/coollabsio/coolify,44436,1668,1646,619,0,PHP,2795,2231,79.82
termux-app,termux,https://github.com/termux/termux-app,44328,3590,162,95,0,Java,2924,2519,86.15
hyper,vercel,https://github.com/vercel/hyper,44192,3338,3291,88,0,TypeScript,3814,2872,75.3
CppCoreGuidelines,isocpp,https://github.com/isocpp/CppCoreGuidelines,44092,3654,812,4,0,CSS,1211,964,79.6
v2rayNG,2dust,https://github.com/2dust/v2rayNG,44051,2290,498,256,0,Kotlin,3417,3409,99.77
parcel,parcel-bundler,https://github.com/parcel-bundler/parcel,43933,2936,2591,48,0,JavaScript,5486,5009,91.31
llama_index,run-llama,https://github.com/run-llama/llama_index,43825,1023,7011,404,0,Python,6615,6399,96.73
awesome-design-patterns,DovAmir,https://github.com/DovAmir/awesome-design-patterns,43796,2635,30,0,0,Unknown,15,5,33.33
build-web-application-with-golang,astaxie,https://github.com/astaxie/build-web-application-with-golang,43766,4767,757,0,0,Go,304,183,60.2
memos,usememos,https://github.com/usememos/memos,43764,1352,1796,80,0,Go,2461,2437,99.02
nanoGPT,karpathy,https://github.com/karpathy/nanoGPT,43758,967,45,0,0,Python,337,109,32.34
acme.sh,acmesh-official,https://github.com/acmesh-official/acme.sh,43732,3526,1422,44,0,Shell,3318,2240,67.51
react-hook-form,react-hook-form,https://github.com/react-hook-form/react-hook-form,43710,2360,2071,585,0,TypeScript,4835,4761,98.47
babel,babel,https://github.com/babel/babel,43697,3980,6282,442,0,TypeScript,8996,8401,93.39
TensorFlow-Examples,aymericdamien,https://github.com/aymericdamien/TensorFlow-Examples,43693,3571,88,0,0,Jupyter Notebook,237,70,29.54
retrofit,square,https://github.com/square/retrofit,43683,5462,1185,4,0,HTML,2748,2621,95.38
monaco-editor,microsoft,https://github.com/microsoft/monaco-editor,43680,3362,467,91,0,JavaScript,3834,3153,82.24
JeecgBoot,jeecgboot,https://github.com/jeecgboot/JeecgBoot,43672,2460,122,61,0,Java,7575,7548,99.64
